code_flag,gw_part_no,serialn_no,op_id,trans_date,trans_time,mc_no,area,roll_length,no_208,item_208,date_208,roll_weight,roll_weight_old,roll_length_inch,roll_length_old,roll_length_inch_old,roll_weight_dif,roll_length_dif,roll_length_inch_dif,transaction,txt_trans_date,txt_trans_time,trans_ways,assy_lot,oper,cimes_hist_seq,cimes_ent_hist_seq,die_count,die_count_old,die_count_dif,cimes_transaction,
N  ,1091A09C21               ,R21B032-0007   ,25400     ,20220124,135330,          ,TA,3000.000,2022004188,2,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135330,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R21B032-0006   ,25400     ,20220124,135330,          ,TA,3000.000,2022004188,2,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135330,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R21B032-0005   ,25400     ,20220124,135330,          ,TA,3000.000,2022004188,2,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135330,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R21B032-0004   ,25400     ,20220124,135330,          ,TA,3000.000,2022004188,2,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135330,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R21B032-0003   ,25400     ,20220124,135330,          ,TA,3000.000,2022004188,2,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135330,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R21B032-0002   ,25400     ,20220124,135330,          ,TA,3000.000,2022004188,2,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135330,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R21B032-0001   ,25400     ,20220124,135330,          ,TA,3000.000,2022004188,2,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135330,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R21C131-0001   ,25400     ,20220124,135428,          ,TA,3000.000,2022004188,3,20220124,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220124,135428,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7129  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7130  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7131  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7132  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7133  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7134  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7135  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7136  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7137  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7138  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7139  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A07T41               ,S21Y1133-7140  ,24142     ,20220125,144546,          ,TB,3000.000,2022004367,2,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144546,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5636  ,24142     ,20220125,144740,          ,TB,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5637  ,24142     ,20220125,144740,          ,TB,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5638  ,24142     ,20220125,144740,          ,TB,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5639  ,24142     ,20220125,144740,          ,TB,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5640  ,24142     ,20220125,144740,          ,TB,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5641  ,24142     ,20220125,144740,          ,TA,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5642  ,24142     ,20220125,144740,          ,TB,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Y0530-5643  ,24142     ,20220125,144740,          ,TB,3000.000,2022004367,3,20220125,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220125,144740,M,,0,0,0,0,0,0,,
